magnitude_app,temperature_K,spectral_class,radius_solar,metallicity_Fe_H
6.71,6802,F,0.58,0.526
7.98,3520,M,0.85,-0.086
6.14,3361,M,1.22,0.214
8.15,4592,K,0.74,0.146
9.92,4683,K,1.28,0.385
6.24,5493,G,0.51,0.173
9.28,3459,M,1.14,-0.127
8.11,3678,M,1.67,0.106
8.09,5451,G,1.03,-0.162
7.3,3781,M,1.09,-0.117
9.55,3367,M,1.53,-0.003
9.34,3363,M,0.8,-0.046
7.73,3342,M,1.36,-0.223
8.41,3458,M,0.98,-0.567
9.49,3500,M,0.64,0.074
9.08,3268,M,1.57,0.092
7.39,3517,M,2.01,0.091
10.33,3599,M,1.78,0.476
9.73,4170,K,1.57,-0.384
12.22,5357,G,1.29,0.388
4.86,3599,M,1.2,0.623
9.4,5200,G,0.95,0.441
10.3,3445,M,0.72,-0.087
10.01,8962,A,0.36,0.113
7.49,3814,M,0.46,-0.193
5.27,3577,M,1.01,-0.169
11.08,3470,M,0.53,0.431
7.04,4387,K,1.23,0.175
7.41,3659,M,2.4,0.19
12.13,4755,K,0.2,-0.281
5.45,4240,K,0.61,-0.368
9.64,6796,F,2.98,0.264
6.49,3394,M,1.52,0.105
6.45,3350,M,0.95,-0.075
8.34,3473,M,0.77,0.434
9.35,3674,M,1.34,0.148
9.9,3554,M,1.63,-0.213
10.16,3549,M,0.53,-0.485
6.59,3562,M,2.11,0.15
5.71,3582,M,1.22,-0.117
7.31,3480,M,1.6,-0.035
8.69,5674,G,1.67,-0.055
7.59,5319,G,1.17,0.358
0.74,6712,F,1.25,0.211
4.35,4693,K,1.3,-0.024
7.52,3622,M,0.84,-0.031
9.71,3631,M,1.38,0.072
6.19,3581,M,0.88,0.33
9.47,4764,K,1.0,0.021
5.01,3102,M,2.19,-0.144
8.51,3649,M,0.98,-0.301
8.53,6043,G,1.23,-0.021
8.94,3391,M,0.92,-0.3
5.98,3372,M,0.83,0.085
4.9,5854,G,2.62,0.113
9.45,3338,M,0.48,0.298
4.95,6283,F,1.03,-0.052
6.46,4538,K,0.55,0.258
10.78,3360,M,1.87,0.403
8.34,3653,M,0.97,0.018
8.74,3362,M,0.79,0.559
9.25,3563,M,0.4,0.359
9.18,3550,M,2.2,-0.12
7.96,4874,K,0.51,0.736
6.2,3704,M,1.28,-0.017
13.37,3407,M,1.59,0.35
7.41,3279,M,2.97,0.157
8.66,3647,M,0.76,0.076
8.88,3386,M,0.65,0.327
6.93,5408,G,0.81,0.038
7.15,3315,M,0.75,-0.019
10.98,3619,M,0.39,-0.012
6.52,3387,M,2.27,-0.286
8.82,3494,M,0.81,0.267
9.79,8492,A,0.92,-0.165
7.57,4541,K,1.37,0.053
7.81,4649,K,2.0,0.005
9.91,3458,M,0.56,0.152
7.73,3370,M,1.2,-0.003
3.85,4989,G,0.54,-0.067
11.01,3518,M,1.18,0.104
6.05,5457,G,1.16,0.082
8.43,4340,K,0.79,-0.265
5.36,5517,G,1.12,-0.027
6.98,3650,M,1.13,0.317
7.13,3695,M,0.96,0.614
8.35,4155,K,0.9,-0.427
6.25,3437,M,0.51,0.207
11.97,5764,G,0.58,0.026
8.05,4859,K,0.74,-0.148
9.76,4316,K,0.6,-0.107
7.98,4810,K,0.75,-0.235
9.99,3264,M,0.96,-0.341
3.8,3701,M,1.05,0.096
6.59,4437,K,1.32,0.446
6.96,4852,K,1.08,0.088
6.94,8303,A,1.06,0.043
9.04,4430,K,1.31,-0.156
9.17,3477,M,0.63,-0.233
7.85,4154,K,0.66,0.005
7.9,3192,M,0.83,-0.257
12.88,4615,K,0.71,0.281
8.65,4722,K,0.42,-0.144
3.55,3606,M,1.33,-0.211
9.54,4218,K,0.61,0.563
9.12,4608,K,2.47,0.325
10.32,4277,K,1.09,-0.299
9.2,4592,K,0.47,-0.221
6.19,5811,G,1.4,-0.049
9.78,4583,K,1.02,-0.04
8.2,3757,M,1.16,-0.115
10.09,3474,M,0.78,0.334
11.1,3462,M,0.63,0.053
7.76,3512,M,0.48,-0.009
9.75,3265,M,0.53,-0.152
10.07,4409,K,0.5,-0.263
8.32,6398,F,0.84,-0.156
11.92,4436,K,0.97,-0.219
10.09,3547,M,0.46,-0.315
6.83,6019,F,1.57,0.27
8.52,6128,F,1.07,0.233
9.72,4755,K,3.37,-0.094
11.84,4048,K,0.82,0.329
9.24,4639,K,3.05,0.148
8.58,5397,G,1.45,-0.27
10.53,4536,K,0.38,-0.364
7.56,4851,K,0.55,0.077
6.02,6457,F,1.17,0.119
9.41,4641,K,0.42,-0.323
7.24,6519,F,0.64,-0.131
13.43,3481,M,0.45,0.213
8.51,4448,K,2.91,0.393
9.42,4658,K,1.73,0.021
6.74,5299,G,0.84,0.014
10.53,4245,K,2.13,-0.113
7.95,4517,K,1.88,0.372
7.75,3534,M,1.93,0.139
7.8,3181,M,0.76,-0.21
5.42,8496,A,0.86,0.196
7.5,3285,M,0.58,-0.175
9.09,4641,K,0.94,-0.238
4.91,5004,G,0.67,-0.112
10.04,3837,M,0.58,-0.215
7.46,5407,G,1.76,-0.226
8.49,3349,M,1.4,-0.35
3.53,3450,M,0.64,-0.175
8.45,3597,M,1.6,-0.133
5.91,3656,M,1.17,-0.338
7.3,3452,M,0.85,0.135
4.87,3248,M,2.22,-0.442
6.24,4227,K,1.16,-0.095
7.67,20286,B,2.43,0.165
7.46,3673,M,1.33,0.283
9.77,3696,M,1.39,-0.144
4.26,4538,K,0.58,0.253
7.9,3669,M,0.76,-0.092
7.8,6026,G,2.07,0.564
7.08,4768,K,1.79,-0.365
6.17,5754,G,0.84,-0.252
10.2,3359,M,0.51,0.04
12.1,3668,M,2.29,-0.315
4.57,4604,K,1.7,-0.177
6.15,3614,M,0.56,0.113
5.99,3721,M,0.56,0.048
7.44,3563,M,2.5,-0.009
10.51,3482,M,0.78,-0.006
9.06,5206,G,0.78,-0.615
7.69,3448,M,0.71,0.037
8.03,4548,K,1.19,-0.159
7.36,4562,K,0.5,-0.092
9.48,3543,M,1.13,-0.398
9.72,3668,M,0.49,0.168
9.18,3651,M,0.5,0.138
3.61,3489,M,0.51,-0.291
8.03,3352,M,0.52,0.045
7.63,4586,K,1.44,0.412
9.98,3893,M,1.44,0.035
8.48,4572,K,0.92,-0.504
9.11,5419,G,0.73,-0.143
7.01,4621,K,2.0,0.032
9.88,4634,K,1.42,0.529
10.47,4632,K,0.55,-0.302
4.75,4809,K,1.19,-0.037
5.41,5606,G,1.16,-0.267
9.52,3732,M,1.43,0.22
7.66,3540,M,3.95,-0.092
10.06,3765,M,0.66,-0.683
8.48,4772,K,1.32,-0.098
9.39,3661,M,2.11,-0.028
6.51,5717,G,2.36,0.097
8.68,3903,M,1.09,0.045
8.69,4742,K,0.52,0.164
6.62,3351,M,0.41,-0.031
10.0,4555,K,1.51,0.021
4.21,3454,M,1.19,0.003
8.42,3861,M,1.07,-0.104
5.41,3719,M,1.15,0.142
5.96,6059,G,1.63,0.212
9.97,4329,K,1.31,-0.011
5.8,3693,M,1.21,-0.123
5.72,3261,M,0.74,-0.271
9.16,3221,M,1.68,0.089
5.78,4411,K,0.75,-0.251
10.04,3765,M,1.62,0.04
9.29,3326,M,0.82,0.033
6.44,3497,M,1.34,0.267
9.96,21189,B,2.42,0.347
4.12,4690,K,1.39,-0.76
8.94,3888,M,2.03,-0.05
5.51,3501,M,0.83,-0.525
6.95,5379,G,1.05,0.29
7.08,4254,K,0.84,-0.006
10.56,3436,M,0.44,0.288
7.0,3307,M,1.71,0.065
7.84,3186,M,1.33,-0.338
7.12,3844,M,1.28,-0.242
6.03,3509,M,1.85,-0.034
5.94,6213,G,0.57,0.142
8.62,5269,G,0.5,0.014
7.95,6361,F,1.86,0.044
9.53,3364,M,0.97,-0.089
7.52,3388,M,1.11,0.282
7.58,6784,F,0.48,0.037
9.53,4627,K,2.09,0.012
7.26,4697,K,1.4,0.074
5.12,3735,M,0.75,-0.104
9.7,3694,M,2.84,-0.088
6.65,3324,M,0.51,0.12
8.13,8277,A,0.85,0.194
6.75,3521,M,1.64,0.22
6.05,6525,G,1.78,-0.049
4.2,3635,M,0.47,0.031
8.68,6535,F,0.87,-0.152
1.21,6719,F,1.45,0.197
10.6,19397,B,2.09,-0.236
10.06,3546,M,2.0,0.056
6.18,3667,M,1.42,0.22
11.18,6491,F,1.05,0.031
12.12,4330,K,0.91,0.075
7.45,3486,M,1.28,-0.068
8.82,5412,G,2.05,-0.463
8.27,5127,G,0.9,-0.168
11.03,3400,M,0.87,0.011
5.21,3256,M,1.77,-0.172
7.55,4222,K,1.7,0.121
9.84,3300,M,0.78,-0.366
9.63,4715,K,0.52,-0.484
7.91,4835,K,0.42,0.174
10.78,5078,G,1.07,-0.078
8.47,3777,M,0.58,0.087
8.23,4247,K,1.57,-0.13
9.39,3631,M,0.42,0.141
7.88,4558,K,2.24,0.339
8.1,4643,K,0.85,0.357
6.43,3296,M,0.67,-0.162
13.87,3183,M,0.76,-0.105
7.05,5279,G,0.65,0.043
9.46,3575,M,2.13,0.468
11.82,3842,M,1.4,-0.288
5.31,6165,F,1.05,-0.286
9.22,3483,M,0.55,0.217
8.05,4331,K,0.97,-0.166
11.59,3497,M,0.68,0.165
6.18,3162,M,0.27,-0.146
6.5,5912,G,0.71,0.088
7.9,5507,G,1.35,-0.127
7.01,4706,K,0.81,-0.251
7.08,3459,M,0.93,0.037
12.06,3533,M,1.68,-0.303
8.25,8980,A,1.54,0.114
6.43,4530,K,2.67,-0.059
7.22,4538,K,0.33,-0.34
8.81,3361,M,0.66,0.075
8.67,3406,M,1.57,0.07
6.85,3323,M,1.24,-0.588
4.74,5297,G,1.05,-0.013
7.9,3719,M,0.74,0.002
7.84,3817,M,1.12,0.023
6.71,3282,M,1.09,-0.455
10.56,4589,K,0.4,0.088
9.15,3444,M,1.11,0.128
8.27,4814,K,0.77,-0.234
7.28,3524,M,1.52,-0.35
11.47,3499,M,1.19,-0.245
5.69,3370,M,2.66,0.032
7.01,3232,M,1.0,-0.309
7.1,4671,K,0.58,-0.338
8.6,3562,M,0.29,0.525
9.32,8660,A,0.63,-0.001
5.33,5335,G,1.21,-0.078
6.63,3474,M,1.37,-0.168
8.9,4678,K,0.74,-0.106
6.67,3672,M,0.81,0.45
7.2,3294,M,1.04,0.204
8.35,3389,M,1.21,0.597
6.04,3257,M,1.67,0.098
8.56,3535,M,0.75,-0.239
9.23,3655,M,0.69,0.068
8.08,5423,G,2.75,0.137
10.85,3384,M,2.44,0.153
9.45,4425,K,0.77,-0.111
7.92,6134,G,1.77,0.451
7.36,3709,M,3.01,-0.317
11.51,6738,F,1.93,0.085
6.68,3556,M,0.68,-0.073
7.46,3498,M,1.05,-0.194
7.18,3341,M,0.42,0.062
8.8,4261,K,0.62,0.314
12.51,3401,M,0.99,0.101
8.49,5238,G,1.12,0.068
7.36,6302,F,0.71,-0.505
8.38,6467,F,0.25,0.23
5.37,3496,M,1.1,-0.102
7.62,6298,F,1.44,0.134
11.41,3587,M,1.47,0.23
9.32,4457,K,0.9,0.048
10.46,4548,K,0.93,-0.5
10.03,3370,M,1.13,0.354
6.58,5691,G,1.23,0.451
11.82,3406,M,0.95,0.203
4.45,3781,M,0.31,-0.182
8.66,3461,M,2.01,0.307
3.88,4479,K,0.79,-0.071
4.57,3604,M,0.54,-0.017
9.87,3642,M,0.82,0.299
6.62,3661,M,1.06,0.162
10.49,9255,A,0.74,-0.588
3.65,3616,M,0.76,0.052
7.82,3488,M,0.85,0.296
5.57,6328,F,1.2,-0.341
7.34,3477,M,0.67,0.244
11.1,3760,M,1.18,-0.417
11.58,3257,M,0.5,-0.054
9.03,6234,F,2.73,0.135
4.81,3462,M,1.71,-0.063
5.59,6229,F,0.87,0.294
8.32,3428,M,1.18,-0.354
6.39,7087,F,0.56,0.204
9.32,5418,G,1.32,0.013
11.35,4593,K,1.53,-0.213
6.03,3210,M,1.14,0.11
6.21,3307,M,1.57,-0.018
5.64,5756,G,1.0,0.37
7.49,5959,G,0.95,0.146
8.1,4550,K,0.72,0.103
8.04,3446,M,1.32,-0.168
9.8,3587,M,0.66,0.037
8.79,3916,K,1.23,-0.144
7.88,3540,M,1.16,-0.016
8.08,4265,K,1.96,0.311
8.17,4679,K,1.34,-0.071
7.88,4007,K,0.42,-0.362
6.65,3390,M,0.72,0.124
5.59,3493,M,0.71,0.197
8.28,3367,M,0.69,0.397
7.0,3434,M,1.62,0.216
9.05,3658,M,0.33,-0.068
8.14,5493,G,2.04,0.065
8.03,3337,M,1.65,0.097
9.97,3665,M,1.1,0.109
5.19,3544,M,1.19,-0.619
11.54,5580,G,1.04,-0.143
3.63,3344,M,1.08,0.119
10.9,3054,M,1.76,0.275
8.4,4296,K,0.89,-0.159
6.95,3324,M,1.35,-0.104
5.06,3393,M,0.65,-0.06
6.8,3353,M,1.31,-0.034
7.67,3520,M,0.87,0.214
8.39,6786,F,1.24,-0.185
10.89,3688,M,0.65,0.216
8.15,3647,M,1.25,0.355
8.64,4298,K,0.98,-0.098
8.7,5516,G,2.19,-0.107
7.34,5930,G,1.14,0.039
7.62,5985,F,1.28,-0.147
7.79,3736,M,0.8,-0.022
9.25,4276,K,1.17,-0.367
6.17,8625,A,1.27,0.214
6.99,4593,K,0.84,0.416
8.71,3533,M,0.81,-0.168
5.85,6113,G,0.67,-0.412
8.23,6402,F,0.96,0.23
6.91,5049,G,0.72,-0.105
9.01,3562,M,1.16,-0.167
10.75,6445,F,0.67,-0.03
6.91,3597,M,0.94,-0.305
9.52,5743,G,0.62,0.121
8.4,5491,G,1.77,-0.316
7.23,4598,K,1.01,-0.296
8.01,6547,F,1.01,-0.299
10.6,5993,G,1.35,0.041
7.66,4417,K,2.43,-0.453
10.62,4345,K,1.04,0.522
7.76,3654,M,0.47,-0.094
5.18,6198,F,1.81,-0.529
7.71,3569,M,0.51,-0.265
5.02,3470,M,0.78,0.15
7.36,3482,M,1.82,0.337
7.29,5048,K,0.85,0.041
11.63,3716,M,0.75,0.021
11.22,5781,G,1.15,-0.383
8.17,5646,G,1.0,0.372
10.42,6275,F,0.71,0.139
7.2,3546,M,1.55,0.08
5.15,4631,K,1.85,0.004
9.06,3535,M,2.0,0.133
8.72,4521,K,1.32,-0.2
6.12,3430,M,0.7,0.235
6.21,3548,M,0.53,0.201
9.88,3408,M,0.31,-0.025
4.63,3623,M,1.68,-0.068
9.12,3147,M,1.1,-0.54
7.37,3738,M,0.81,-0.433
9.12,4205,K,0.38,0.136
9.98,4260,K,0.55,0.226
6.25,3572,M,0.41,0.268
5.72,4621,K,2.06,-0.337
10.93,3864,M,1.37,0.573
7.89,6596,F,0.52,0.25
8.66,3493,M,2.26,-0.143
9.82,5553,G,0.7,0.041
6.08,4858,K,1.19,-0.424
9.8,5045,K,1.19,-0.154
9.28,3468,M,0.95,0.135
10.94,5649,G,0.86,0.016
10.91,3487,M,1.02,0.436
8.13,3484,M,0.87,-0.37
9.51,3829,M,1.13,-0.029
8.09,4292,K,1.16,-0.284
8.29,3975,K,0.77,0.384
5.74,3556,M,1.73,0.066
7.55,21201,B,0.66,0.002
4.41,3538,M,1.22,-0.033
7.73,3588,M,0.84,-0.219
10.64,5707,G,0.65,0.3
9.56,3519,M,0.87,0.043
8.22,3597,M,0.72,0.061
7.6,3594,M,1.39,0.146
6.92,3157,M,0.95,-0.215
6.16,3520,M,1.98,0.499
9.64,4146,K,0.62,0.392
4.93,3493,M,0.33,-0.009
4.88,3413,M,1.22,-0.075
9.81,3681,M,2.37,0.16
8.42,4555,K,1.28,0.28
8.09,4606,K,0.62,0.438
8.41,4457,K,0.6,0.161
12.02,5789,G,2.75,0.034
8.11,3220,M,0.83,0.034
8.59,3343,M,0.6,-0.47
12.12,3725,M,1.81,-0.108
7.87,6358,F,0.93,0.09
11.45,3124,M,0.36,-0.564
3.79,5899,G,2.83,0.045
5.68,5796,G,1.34,-0.203
6.66,3624,M,0.47,0.394
9.17,4521,K,2.01,-0.071
11.55,7040,F,0.59,-0.066
6.82,4783,K,0.57,-0.034
9.96,3771,M,0.64,-0.001
12.47,3622,M,2.64,0.198
11.13,4528,K,2.78,-0.086
7.19,5390,G,0.76,0.006
9.74,3278,M,2.35,0.2
8.68,3588,M,0.32,0.002
6.68,3602,M,1.58,0.164
8.85,3439,M,1.98,-0.111
7.05,3607,M,2.12,0.088
8.25,3442,M,1.04,0.327
5.24,3652,M,1.33,0.151
4.47,3346,M,0.7,-0.468
7.43,3315,M,1.01,0.139
8.64,3458,M,0.92,-0.288
5.74,3645,M,0.9,-0.231
9.05,3297,M,1.76,0.123
8.09,3684,M,1.11,-0.242
9.3,5966,F,2.33,-0.277
9.89,3457,M,1.13,-0.001
10.69,3253,M,2.99,-0.153
9.21,4782,G,1.85,-0.407
7.41,3564,M,0.96,0.139
8.38,3469,M,1.09,0.246
12.66,4186,K,0.66,0.226
9.97,4384,K,1.08,-0.225
8.14,3577,M,0.61,0.103
7.7,3436,M,1.94,-0.124
6.8,6435,F,0.84,-0.317
5.63,6371,F,1.19,-0.187
11.42,6311,F,0.32,-0.705
8.96,4366,K,0.87,-0.264
5.46,4359,K,0.83,-0.367
7.75,3368,M,1.58,0.051
10.54,3322,M,1.3,0.073
7.11,3434,M,1.66,-0.422
6.37,6292,F,1.25,0.207
8.71,3312,M,1.85,-0.152
9.32,4672,K,1.23,-0.267
7.11,3716,M,0.5,-0.448
6.8,3500,M,0.96,-0.2
8.92,3512,M,0.98,-0.035
5.75,6275,F,0.2,0.249
6.92,3687,M,0.6,-0.026
7.76,3804,M,2.78,-0.079
9.48,3471,M,0.87,0.145
7.14,3409,M,0.95,0.035
9.13,3560,M,0.34,-0.376
10.33,6542,F,0.51,-0.109
6.99,3412,M,1.27,-0.144
14.45,4606,K,0.79,-0.037
10.84,8899,A,0.57,-0.119
8.54,6245,F,1.91,-0.202
7.64,3945,M,0.7,0.366
6.89,4155,K,0.52,-0.011
11.32,3351,M,1.02,0.119
8.42,3541,M,0.67,-0.029
5.12,3893,M,0.66,0.204
4.58,3402,M,0.97,-0.023
8.22,3313,M,0.72,0.243
8.27,4624,K,0.43,-0.718
6.17,5432,G,1.32,0.025
4.97,3616,M,1.54,0.065
4.07,3488,M,0.88,0.076
6.48,6221,F,1.36,-0.271
7.27,3911,M,0.83,-0.181
9.38,2983,M,0.38,-0.261
7.74,3819,M,1.57,0.122
10.13,3663,M,0.95,0.226
9.21,3370,M,1.08,-0.411
9.03,3828,M,0.95,0.051
9.96,3260,M,0.91,-0.216
5.23,3676,M,1.07,0.437
6.93,4927,G,1.08,0.141
12.8,3299,M,1.88,-0.088
4.19,3299,M,1.24,-0.034
7.4,3369,M,1.8,0.324
8.95,4503,K,2.12,0.014
4.25,4314,K,0.45,-0.447
6.49,4042,K,1.89,0.379
11.99,4604,K,1.39,0.203
8.34,3509,M,1.28,-0.134
6.85,3572,M,1.64,0.15
8.42,4539,K,0.88,-0.153
6.85,4715,K,1.35,-0.16
11.43,5479,G,0.59,-0.03
6.02,3677,M,0.49,0.15
6.95,4325,K,1.3,0.118
5.02,3374,M,0.97,0.235
7.41,4810,K,1.0,0.119
7.65,3737,M,0.67,0.363
10.39,4629,K,1.22,0.431
5.97,6211,F,0.81,0.076
8.97,6185,F,0.98,-0.084
8.17,3732,M,0.78,-0.045
4.21,4786,K,0.67,-0.481
6.55,3489,M,0.9,0.005
6.47,3910,M,1.81,-0.154
11.37,4603,K,0.79,-0.176
9.09,4251,K,0.94,-0.009
8.29,3452,M,0.88,-0.525
-0.59,3501,M,0.73,-0.045
4.18,3515,M,1.85,0.051
9.46,4781,K,0.51,-0.384
9.56,4285,K,0.96,0.339
6.52,5134,G,0.66,0.111
8.06,3605,M,1.33,0.323
7.91,3411,M,1.07,0.109
8.34,3924,M,1.81,0.09
7.26,4712,K,1.44,0.381
9.63,3408,M,1.04,0.329
10.21,4773,K,1.45,0.485
6.08,3628,M,1.52,-0.031
5.61,3611,M,0.63,-0.199
6.41,5466,G,1.47,-0.289
8.1,5616,G,1.16,-0.244
8.71,4027,K,1.28,0.17
9.58,3730,M,0.82,0.682
9.94,3727,K,0.65,0.377
8.72,4401,K,0.6,-0.045
8.46,3221,M,0.18,0.192
11.3,4387,K,0.7,-0.138
8.01,4483,K,3.39,-0.123
9.18,3291,M,1.51,-0.259
8.64,3014,M,1.17,-0.242
7.65,6567,F,1.62,0.139
7.67,3865,M,0.88,0.371
10.64,6386,F,0.82,0.26
7.82,3668,M,0.86,0.364
7.29,4838,K,0.69,0.196
6.53,4072,K,0.72,-0.009
8.85,3420,M,0.99,-0.131
6.98,3277,M,1.03,0.144
8.66,3359,M,1.94,-0.42
8.36,3798,M,1.67,-0.151
7.15,3539,M,0.48,-0.197
5.21,20789,B,0.86,0.311
5.94,4490,K,0.58,-0.344
6.26,3288,M,0.27,0.232
5.99,3619,M,1.04,0.097
8.91,3719,M,1.33,0.1
12.26,5587,G,1.04,-0.117
6.98,4610,K,1.24,-0.366
7.23,4222,K,0.85,0.125
6.83,4659,K,0.6,0.221
9.72,4803,K,0.83,0.124
8.85,3571,M,1.98,-0.036
7.97,3186,M,1.21,-0.284
5.57,4868,K,0.47,-0.156
6.06,6193,F,1.07,0.113
8.35,3568,M,1.89,-0.198
8.45,3667,M,1.46,-0.24
7.97,3689,M,1.9,-0.362
9.33,3185,M,0.48,0.134
5.55,3521,M,1.06,0.129
8.61,3509,M,0.84,0.289
8.5,3752,M,1.35,-0.536
6.08,3580,M,0.65,0.293
6.79,4826,K,0.65,0.278
9.39,4621,K,1.0,0.302
5.72,3487,M,0.63,0.03
12.93,3534,M,1.14,0.055
9.11,3767,M,0.36,0.054
7.89,4208,K,1.8,-0.228
7.5,3659,M,0.25,-0.218
9.58,3390,M,1.57,0.056
7.18,3353,M,0.75,-0.062
7.26,3679,M,0.48,0.179
10.91,3345,M,1.09,-0.089
7.06,4585,K,1.56,-0.367
8.27,5366,G,1.78,-0.356
6.48,3088,M,1.76,-0.19
8.52,5631,G,0.65,0.182
9.16,3522,M,1.11,-0.13
11.37,4975,G,0.41,0.075
6.13,8203,A,1.04,-0.418
5.1,5003,G,1.18,0.041
7.47,4665,K,0.83,0.009
6.77,5882,G,0.4,0.298
7.97,5734,G,0.74,0.039
9.04,3673,M,2.6,0.191
12.53,3409,M,1.22,0.486
7.1,3596,M,0.78,0.01
3.58,3498,M,0.92,0.383
7.52,4542,K,1.21,0.031
8.7,3668,M,0.46,-0.134
6.06,3706,M,0.47,-0.027
8.47,3432,M,0.69,-0.127
8.27,3254,M,0.77,-0.118
8.52,5448,G,2.45,-0.143
9.58,3462,M,1.04,-0.076
7.83,3550,M,0.77,0.178
9.1,5729,G,1.03,-0.425
4.4,4973,G,0.36,0.072
6.08,5315,G,0.64,0.03
7.32,3331,M,0.69,0.346
5.99,3719,M,0.6,-0.091
8.01,4453,K,1.85,0.283
7.31,4385,K,1.39,-0.215
7.09,5648,G,0.55,-0.114
9.77,3396,M,0.53,0.104
8.17,5496,G,0.53,0.152
5.83,3817,M,0.91,-0.066
6.79,3813,M,1.11,0.056
9.51,3429,M,1.23,-0.041
8.4,3468,M,0.6,0.198
10.39,3392,M,0.91,-0.037
9.69,3163,M,0.97,-0.056
7.22,3681,M,1.82,0.248
10.87,3924,M,1.47,0.053
11.04,3422,M,0.49,0.167
4.43,3357,M,0.39,0.625
8.06,3452,M,0.95,-0.496
6.9,3515,M,0.73,-0.257
7.48,3301,M,0.62,-0.232
6.37,19542,B,0.69,-0.213
6.12,5779,G,1.34,0.356
9.8,3522,M,0.47,-0.667
5.66,6913,F,2.52,0.12
8.19,5600,G,0.7,-0.383
5.3,4255,K,1.37,0.006
10.54,3399,M,0.72,0.065
8.06,3543,M,0.47,0.227
9.49,4247,K,0.93,-0.066
8.39,5156,G,0.53,-0.043
7.49,3291,M,1.08,-0.512
8.14,3590,M,0.99,0.57
11.01,6381,F,0.71,0.077
6.21,5825,G,1.08,0.11
2.9,3343,M,1.68,0.268
6.43,3070,M,0.95,-0.017
5.58,3477,M,0.69,0.106
9.94,3788,M,1.22,0.179
7.65,3506,M,1.25,-0.369
9.65,5123,G,0.87,0.133
8.06,5053,G,1.99,0.519
8.02,3710,M,0.86,0.437
8.33,3359,M,2.1,0.383
10.96,3770,M,0.72,0.478
8.37,3614,M,1.53,-0.315
10.22,3365,M,0.9,-0.131
10.09,3704,M,1.14,-0.228
7.67,6200,F,0.36,0.874
7.85,5102,G,2.96,0.061
7.24,3348,M,1.17,-0.354
10.57,5711,G,1.66,-0.275
6.12,8984,A,0.5,0.027
6.55,3431,M,1.09,-0.341
7.45,3173,M,0.91,0.467
5.7,5072,G,0.59,0.198
6.82,3313,M,1.9,0.078
10.27,6079,F,1.08,-0.263
9.3,4560,K,0.97,-0.33
7.16,3839,M,1.37,0.087
9.61,3639,M,0.65,0.034
12.16,18872,B,1.08,-0.321
8.63,4344,K,1.05,-0.013
10.84,5363,G,1.07,-0.013
9.7,3568,M,1.67,0.185
7.41,3775,M,0.81,0.527
8.39,4395,K,0.77,-0.52
9.05,7000,F,0.74,0.2
6.51,3868,M,0.72,-0.174
2.78,3439,M,1.74,0.105
6.33,3434,M,0.97,0.033
3.68,4419,K,1.67,0.125
6.5,3511,M,1.15,-0.311
4.59,3437,M,0.65,0.242
9.76,4699,K,0.47,0.01
5.63,4152,K,0.48,0.348
9.09,3406,M,0.64,0.398
9.53,3558,M,1.67,0.059
9.4,3652,M,1.92,0.247
4.26,3884,M,1.05,0.226
10.25,5146,G,1.59,0.335
8.84,5321,G,0.76,0.317
9.61,3103,M,0.73,-0.291
11.66,3306,M,1.47,0.07
9.59,3190,M,1.09,-0.347
5.63,4383,K,1.44,-0.13
9.31,6426,F,1.03,-0.12
4.99,4606,K,0.83,0.146
7.87,3448,M,0.9,-0.058
6.99,3582,M,1.17,-0.04
8.02,4526,K,1.13,0.25
4.98,4268,K,0.63,0.22
5.21,5036,G,0.94,0.069
7.1,3602,M,0.47,0.187
7.55,3788,M,0.84,0.161
7.15,3944,M,0.63,0.491
10.9,3664,M,0.22,-0.052
8.85,5901,G,3.02,-0.188
8.79,3581,M,0.68,0.051
7.24,3553,M,0.62,-0.238
5.22,6536,F,2.25,-0.092
7.99,3481,M,0.56,0.113
11.61,3606,M,0.48,-0.127
8.45,3409,M,0.9,-0.057
10.23,3474,M,0.78,-0.068
10.48,3294,M,0.73,-0.108
9.12,3583,M,0.63,-0.274
8.44,8092,A,0.91,0.253
6.02,5509,G,2.27,0.343
7.58,5638,G,0.45,0.238
7.28,3603,M,1.52,0.236
8.66,3635,M,2.15,-0.104
5.17,3463,M,0.73,0.044
6.93,3585,M,1.21,-0.195
8.81,4391,K,0.94,-0.034
6.6,3155,M,0.42,-0.011
6.17,3593,M,1.84,-0.346
6.42,4567,K,1.02,0.033
7.46,4728,K,0.77,-0.133
3.24,3496,M,0.47,0.066
6.51,3219,M,1.3,-0.059
9.91,8461,A,1.08,0.087
8.65,3655,M,1.35,0.174
8.84,3583,M,1.32,-0.313
4.34,5460,G,0.67,-0.08
7.17,5959,F,0.18,-0.162
7.77,4269,K,0.95,0.295
8.93,3584,M,0.92,0.424
10.22,3209,M,1.09,0.011
9.91,4428,K,2.14,0.101
6.83,3507,M,0.98,-0.368
6.88,5816,G,1.41,0.076
10.82,6700,F,1.21,-0.065
7.28,3668,M,0.5,0.34
5.83,4568,K,0.52,-0.057
7.59,3352,M,1.78,-0.205
10.7,3393,M,0.64,-0.336
6.19,5244,G,1.2,0.045
7.14,20591,B,0.6,-0.136
6.27,6274,F,1.45,0.304
9.91,3431,M,1.13,0.158
8.58,3504,M,0.86,-0.025
9.85,3787,M,1.4,0.157
11.13,3615,M,1.14,0.436
4.98,4326,K,0.7,-0.29
